,serialId,date,collarId,latitude,longitude,positionId,species_id,first_scraped,last_scraped,species_name
2573,T5HS-5583,2025-10-29T10:00:30Z,13288,-2.426678,34.441902,150364766,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2574,T5HS-5583,2025-10-29T09:30:30Z,13288,-2.427148,34.44182,150364765,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2575,T5HS-5583,2025-10-29T09:00:30Z,13288,-2.427722,34.441975,150364764,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2576,T5HS-5583,2025-10-29T08:30:30Z,13288,-2.427762,34.441972,150364762,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2577,T5HS-5583,2025-10-29T08:00:30Z,13288,-2.425517,34.449768,150364759,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2578,T5HS-5601,2025-10-29T07:30:42Z,13306,-1.955517,35.20529,150385232,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2579,T5HS-6666,2025-10-29T07:30:41Z,14980,-1.887832,35.08072,150368015,2,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Eland
2580,T5HS-6142,2025-10-29T07:30:41Z,14161,-2.011677,34.997378,150385216,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2581,T5HS-7561,2025-10-29T07:30:40Z,17324,-2.292133,34.836807,150365796,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2582,T5HS-7302,2025-10-29T07:30:40Z,16651,-1.865502,35.194753,150365784,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2583,T5HS-7566,2025-10-29T07:30:40Z,17329,-2.321358,34.953625,150383090,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2584,T5HS-7562,2025-10-29T07:30:40Z,17325,-1.937963,35.045723,150379808,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2585,T5HS-7291,2025-10-29T07:30:30Z,16640,-1.864348,35.042485,150365808,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2586,T5HS-7564,2025-10-29T07:30:30Z,17327,-1.922027,35.052418,150394600,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2587,T5HS-7306,2025-10-29T07:30:30Z,16655,-1.399075,34.999153,150391725,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2588,T5HS-7298,2025-10-29T07:30:30Z,16647,-2.321762,34.953402,150383065,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2589,T5HS-7303,2025-10-29T07:30:30Z,16652,-2.539717,34.60299,150385258,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2590,T5HS-5608,2025-10-29T07:30:30Z,13313,-1.504935,34.838588,150385244,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2591,T5HS-7296,2025-10-29T07:30:30Z,16645,-2.083085,34.943228,150365772,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2592,T5HS-5583,2025-10-29T07:30:30Z,13288,-2.42582,34.451443,150362527,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2593,T5HS-7287,2025-10-29T07:30:30Z,16636,-2.069683,35.132962,150379789,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2594,T5HS-7292,2025-10-29T07:30:30Z,16641,-1.814663,34.931632,150379776,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2595,T5HS-7300,2025-10-29T07:30:30Z,16649,-1.3935,34.960882,150379764,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2596,T5HS-7293,2025-10-29T07:30:30Z,16642,-2.372172,34.68168,150374552,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2597,T5HS-5607,2025-10-29T07:30:30Z,13312,-2.136763,34.619078,150374521,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2598,T5HS-7304,2025-10-29T07:30:30Z,16653,-2.523252,34.405652,150383077,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2599,T5HS-5594,2025-10-29T07:30:30Z,13299,-2.232585,34.93871,150362540,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2600,T5HS-5570,2025-10-29T07:30:30Z,13274,-1.919962,35.034462,150374538,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2601,T5HS-5583,2025-10-29T07:30:03Z,13288,-2.4256,34.4512,150362516,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2602,T5HS-5594,2025-10-29T07:30:03Z,13299,-2.23232,34.938453,150362529,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2603,T5HS-5583,2025-10-29T07:00:30Z,13288,-2.42427,34.452845,150362526,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2604,T5HS-5583,2025-10-29T06:30:30Z,13288,-2.425003,34.454762,150362525,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2605,T5HS-5583,2025-10-29T06:00:30Z,13288,-2.427715,34.457465,150362524,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2606,T5HS-5583,2025-10-29T05:30:30Z,13288,-2.423478,34.464817,150362523,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2607,T5HS-5583,2025-10-29T05:00:30Z,13288,-2.427978,34.472358,150362522,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2608,T5HS-5583,2025-10-29T04:30:30Z,13288,-2.426308,34.472293,150362521,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2609,T5HS-5583,2025-10-29T04:00:30Z,13288,-2.423332,34.473708,150362520,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2610,T5HS-6142,2025-10-29T03:30:50Z,14161,-2.004597,34.989298,150385215,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2611,T5HS-6666,2025-10-29T03:30:47Z,14980,-1.887627,35.085538,150368014,2,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Eland
2612,T5HS-5594,2025-10-29T03:30:43Z,13299,-2.224157,34.93007,150362539,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2613,T5HS-7302,2025-10-29T03:30:42Z,16651,-1.88509,35.194092,150365783,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2614,T5HS-5607,2025-10-29T03:30:42Z,13312,-2.111415,34.600832,150374520,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2615,T5HS-5608,2025-10-29T03:30:42Z,13313,-1.502902,34.841943,150385243,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2616,T5HS-7291,2025-10-29T03:30:41Z,16640,-1.852072,35.031568,150365807,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2617,T5HS-7303,2025-10-29T03:30:41Z,16652,-2.55453,34.621617,150385257,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2618,T5HS-7304,2025-10-29T03:30:41Z,16653,-2.528147,34.397478,150383076,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2619,T5HS-5570,2025-10-29T03:30:41Z,13274,-1.88269,35.049548,150374537,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2620,T5HS-7564,2025-10-29T03:30:30Z,17327,-1.903298,35.025472,150360608,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2621,T5HS-5583,2025-10-29T03:30:30Z,13288,-2.41852,34.478097,150362519,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2622,T5HS-7561,2025-10-29T03:30:30Z,17324,-2.267668,34.824025,150365795,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2623,T5HS-7296,2025-10-29T03:30:30Z,16645,-2.069782,34.964015,150365771,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2624,T5HS-7300,2025-10-29T03:30:30Z,16649,-1.40247,34.952877,150379763,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2625,T5HS-7306,2025-10-29T03:30:30Z,16655,-1.393005,34.984637,150360620,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2626,T5HS-7293,2025-10-29T03:30:30Z,16642,-2.347433,34.673635,150374551,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2627,T5HS-7287,2025-10-29T03:30:30Z,16636,-2.06059,35.143585,150379788,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2628,T5HS-7566,2025-10-29T03:30:30Z,17329,-2.309978,34.932723,150383089,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2629,T5HS-7292,2025-10-29T03:30:30Z,16641,-1.78656,34.91848,150379775,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2630,T5HS-7562,2025-10-29T03:30:30Z,17325,-1.90351,35.019347,150379807,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2631,T5HS-5601,2025-10-29T03:30:30Z,13306,-1.90342,35.204238,150385231,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2632,T5HS-7298,2025-10-29T03:30:30Z,16647,-2.30937,34.932955,150383064,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2633,T5HS-7306,2025-10-29T03:30:09Z,16655,-1.392853,34.984533,150360609,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2634,T5HS-7564,2025-10-29T03:30:04Z,17327,-1.903147,35.02528,150360596,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2635,T5HS-5608,2025-10-29T03:30:02Z,13313,-1.502507,34.8416,150360572,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2636,T5HS-6142,2025-10-29T03:30:02Z,14161,-2.00448,34.989227,150360584,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2637,T5HS-5583,2025-10-29T03:00:30Z,13288,-2.415237,34.480778,150362518,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2638,T5HS-5583,2025-10-29T02:30:30Z,13288,-2.414818,34.481083,150362517,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2639,T5HS-5583,2025-10-29T02:30:02Z,13288,-2.414507,34.481067,150360357,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2640,T5HS-5583,2025-10-29T02:00:30Z,13288,-2.414827,34.481077,150360368,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2641,T5HS-5583,2025-10-29T01:30:30Z,13288,-2.41483,34.481088,150360367,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2642,T5HS-5583,2025-10-29T01:00:30Z,13288,-2.414818,34.480907,150360366,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2643,T5HS-5583,2025-10-29T00:30:30Z,13288,-2.414782,34.480842,150360365,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2644,T5HS-5583,2025-10-29T00:00:30Z,13288,-2.415652,34.480268,150360364,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2645,T5HS-6142,2025-10-28T23:30:44Z,14161,-1.994853,34.987668,150360595,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2646,T5HS-7298,2025-10-28T23:30:42Z,16647,-2.307612,34.926338,150383063,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2647,T5HS-6666,2025-10-28T23:30:42Z,14980,-1.889677,35.092788,150368013,2,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Eland
2648,T5HS-7303,2025-10-28T23:30:41Z,16652,-2.556843,34.622355,150385256,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2649,T5HS-7292,2025-10-28T23:30:41Z,16641,-1.784858,34.918378,150379774,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2650,T5HS-7287,2025-10-28T23:30:38Z,16636,-2.052682,35.142388,150379787,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2651,T5HS-7564,2025-10-28T23:30:38Z,17327,-1.89077,35.021055,150360607,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2652,T5HS-5608,2025-10-28T23:30:33Z,13313,-1.496868,34.84161,150360583,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2653,T5HS-5601,2025-10-28T23:30:33Z,13306,-1.889425,35.20408,150385230,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2654,T5HS-7561,2025-10-28T23:30:31Z,17324,-2.259617,34.816733,150365794,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2655,T5HS-7304,2025-10-28T23:30:30Z,16653,-2.526365,34.397848,150383075,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2656,T5HS-7296,2025-10-28T23:30:30Z,16645,-2.063868,34.962173,150365769,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2657,T5HS-7293,2025-10-28T23:30:30Z,16642,-2.334215,34.659688,150374550,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2658,T5HS-5583,2025-10-28T23:30:30Z,13288,-2.414543,34.481368,150360363,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2659,T5HS-5594,2025-10-28T23:30:30Z,13299,-2.221767,34.932458,150362538,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2660,T5HS-5570,2025-10-28T23:30:30Z,13274,-1.874898,35.057843,150374536,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2661,T5HS-5607,2025-10-28T23:30:30Z,13312,-2.103265,34.596695,150374519,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2662,T5HS-7306,2025-10-28T23:30:30Z,16655,-1.408675,34.98077,150360619,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2663,T5HS-7291,2025-10-28T23:30:30Z,16640,-1.848873,35.030183,150365806,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2664,T5HS-7300,2025-10-28T23:30:30Z,16649,-1.401625,34.950978,150379762,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2665,T5HS-7566,2025-10-28T23:30:30Z,17329,-2.305962,34.927223,150383088,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2666,T5HS-7302,2025-10-28T23:30:30Z,16651,-1.884368,35.195955,150365782,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2667,T5HS-7562,2025-10-28T23:30:30Z,17325,-1.89579,35.016585,150379806,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2668,T5HS-5583,2025-10-28T23:00:30Z,13288,-2.41452,34.48137,150360362,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2669,T5HS-5583,2025-10-28T22:30:30Z,13288,-2.414565,34.481352,150360361,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2670,T5HS-5583,2025-10-28T22:00:30Z,13288,-2.415035,34.478738,150360360,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2671,T5HS-5583,2025-10-28T21:30:30Z,13288,-2.415068,34.478798,150360359,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2672,T5HS-5583,2025-10-28T21:00:30Z,13288,-2.415047,34.478802,150360358,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2673,T5HS-5583,2025-10-28T21:00:00Z,13288,-2.414933,34.478507,150351735,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2674,T5HS-5583,2025-10-28T20:30:30Z,13288,-2.41447,34.479172,150351747,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2675,T5HS-5583,2025-10-28T20:00:30Z,13288,-2.41415,34.479745,150351746,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2676,T5HS-7287,2025-10-28T19:31:07Z,16636,-2.044607,35.136407,150379786,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2677,T5HS-7304,2025-10-28T19:30:51Z,16653,-2.516127,34.389725,150351269,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2678,T5HS-6142,2025-10-28T19:30:50Z,14161,-2.000098,34.988143,150360594,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2679,T5HS-6666,2025-10-28T19:30:49Z,14980,-1.889395,35.092408,150368012,2,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Eland
2680,T5HS-5608,2025-10-28T19:30:42Z,13313,-1.497537,34.840273,150360582,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2681,T5HS-5570,2025-10-28T19:30:42Z,13274,-1.875768,35.06122,150374535,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2682,T5HS-7564,2025-10-28T19:30:41Z,17327,-1.890157,35.020277,150360606,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2683,T5HS-7296,2025-10-28T19:30:41Z,16645,-2.064137,34.960505,150365768,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2684,T5HS-5594,2025-10-28T19:30:41Z,13299,-2.223643,34.928885,150362537,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2685,T5HS-5601,2025-10-28T19:30:41Z,13306,-1.888452,35.206428,150385229,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2686,T5HS-7292,2025-10-28T19:30:40Z,16641,-1.78332,34.917357,150379773,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2687,T5HS-5607,2025-10-28T19:30:40Z,13312,-2.102338,34.590463,150374518,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2688,T5HS-7291,2025-10-28T19:30:35Z,16640,-1.85226,35.02569,150365805,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2689,T5HS-7300,2025-10-28T19:30:32Z,16649,-1.401983,34.95163,150379761,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2690,T5HS-7306,2025-10-28T19:30:32Z,16655,-1.409842,34.980948,150360618,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2691,T5HS-7302,2025-10-28T19:30:30Z,16651,-1.88404,35.195543,150365781,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2692,T5HS-7566,2025-10-28T19:30:30Z,17329,-2.307078,34.925103,150383087,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2693,T5HS-7303,2025-10-28T19:30:30Z,16652,-2.555018,34.622562,150385255,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2694,T5HS-7298,2025-10-28T19:30:30Z,16647,-2.30771,34.925513,150383062,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2695,T5HS-7562,2025-10-28T19:30:30Z,17325,-1.902182,34.989568,150379805,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2696,T5HS-7293,2025-10-28T19:30:30Z,16642,-2.320857,34.658898,150374548,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2697,T5HS-5583,2025-10-28T19:30:30Z,13288,-2.414142,34.479727,150351745,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2698,T5HS-7561,2025-10-28T19:30:30Z,17324,-2.257662,34.818708,150365793,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2699,T5HS-7304,2025-10-28T19:30:06Z,16653,-2.516053,34.389333,150351258,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2700,T5HS-5583,2025-10-28T19:00:30Z,13288,-2.41397,34.479953,150351744,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2701,T5HS-5583,2025-10-28T18:30:30Z,13288,-2.413982,34.479905,150351742,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2702,T5HS-5583,2025-10-28T18:00:30Z,13288,-2.41401,34.479913,150351741,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2703,T5HS-5583,2025-10-28T17:30:30Z,13288,-2.41407,34.480048,150351740,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2704,T5HS-5583,2025-10-28T17:00:30Z,13288,-2.414002,34.48009,150351739,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2705,T5HS-5583,2025-10-28T16:30:30Z,13288,-2.413998,34.480108,150351738,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2706,T5HS-5583,2025-10-28T16:00:30Z,13288,-2.413873,34.480123,150351737,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2707,T5H-1861,2025-10-28T15:31:39Z,10743,55.87136,-4.290133,150348932,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2708,T5HS-6142,2025-10-28T15:30:59Z,14161,-1.993985,34.988637,150360593,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2709,T5HS-7304,2025-10-28T15:30:53Z,16653,-2.511672,34.379852,150351268,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2710,T5HS-6666,2025-10-28T15:30:50Z,14980,-1.88878,35.09085,150368011,2,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Eland
2711,T5HS-5607,2025-10-28T15:30:42Z,13312,-2.107625,34.598195,150374517,1,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Zebra
2712,T5HS-7564,2025-10-28T15:30:42Z,17327,-1.890673,35.020505,150360605,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2713,T5HS-7296,2025-10-28T15:30:41Z,16645,-2.062462,34.961005,150365767,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2714,T5HS-5594,2025-10-28T15:30:41Z,13299,-2.2346,34.923668,150362536,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2715,T5HS-7306,2025-10-28T15:30:41Z,16655,-1.409638,34.97889,150360617,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2716,T5HS-7298,2025-10-28T15:30:41Z,16647,-2.305213,34.921363,150383061,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2717,T5HS-7287,2025-10-28T15:30:40Z,16636,-2.037495,35.150085,150379785,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2718,T5HS-5608,2025-10-28T15:30:37Z,13313,-1.494958,34.843068,150360581,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2719,T5HS-7300,2025-10-28T15:30:37Z,16649,-1.395503,34.959125,150379760,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2720,T5HS-7303,2025-10-28T15:30:30Z,16652,-2.552715,34.59449,150348928,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2721,T5HS-7291,2025-10-28T15:30:30Z,16640,-1.853532,35.020068,150365804,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
2722,T5HS-7302,2025-10-28T15:30:30Z,16651,-1.885785,35.19684,150365780,4,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,unknown
2723,T5HS-7292,2025-10-28T15:30:30Z,16641,-1.783312,34.917038,150379772,3,2025-11-17T20:24:02.655986+00:00,2025-11-19T18:06:51.534819+00:00,Wildebeest
